user_id,subscription_tier,days_since_last_login,avg_session_length_mins,support_tickets_opened,churned
1809,Basic,13,19.6,0,0
1810,Basic,6,41.3,3,0
1811,Enterprise,8,23.2,1,0
1812,Pro,9,24.0,0,0
1813,Basic,9,30.1,2,0
1814,Enterprise,9,37.4,1,0
1815,Pro,12,16.0,3,1
1816,Basic,11,20.0,1,1
1817,Basic,10,9.0,1,0
1818,Basic,12,22.0,5,0
1819,Basic,5,30.7,1,0
1820,Basic,12,21.4,1,0
1821,Pro,9,42.6,1,0
1822,Basic,13,26.2,1,1
1823,Basic,9,24.0,0,1
1824,Basic,7,21.5,1,0
1825,Basic,9,11.4,0,0
1826,Enterprise,16,24.1,0,0
1827,Basic,14,28.6,1,1
1828,Basic,6,23.8,2,0
1829,Pro,13,27.3,1,0
1830,Basic,12,18.3,1,0
1831,Basic,6,12.6,0,1
1832,Basic,11,23.9,2,0
1833,Basic,11,27.2,0,0
1834,Basic,7,23.3,3,0
1835,Basic,7,27.0,3,0
1836,Basic,17,32.8,1,0
1837,Enterprise,16,32.7,0,0
1838,Basic,8,33.6,1,0
1839,Basic,15,35.1,1,0
1840,Pro,12,30.0,3,0
1841,Basic,2,28.6,1,0
1842,Pro,18,44.4,0,0
1843,Basic,14,32.8,2,1
1844,Enterprise,12,16.5,0,0
1845,Basic,7,6.4,0,0
1846,Basic,11,22.6,1,0
1847,Basic,13,31.2,1,1
1848,Enterprise,13,34.6,1,0
1849,Basic,12,12.5,0,0
1850,Basic,13,32.3,3,0
1851,Basic,13,36.3,1,0
1852,Pro,8,31.1,0,0
1853,Basic,9,29.2,2,1
1854,Pro,10,23.7,2,0
1855,Basic,14,20.4,1,0
1856,Basic,7,32.9,1,1
1857,Basic,7,30.8,2,0
1858,Basic,8,21.7,0,0
1859,Basic,9,50.4,1,0
1860,Basic,15,9.9,2,0
1861,Pro,14,22.7,0,0
1862,Basic,4,17.3,1,0
1863,Basic,15,28.8,1,1
1864,Basic,12,5.5,1,0
1865,Basic,14,37.7,2,1
1866,Basic,13,35.1,1,0
1867,Basic,12,27.7,1,0
1868,Basic,12,21.9,3,0
1869,Pro,6,32.2,2,0
1870,Enterprise,10,28.3,1,0
1871,Basic,9,34.5,0,0
1872,Basic,10,23.8,0,1
1873,Pro,17,23.2,0,1
1874,Basic,8,35.8,1,0
1875,Basic,11,31.3,0,1
1876,Basic,11,23.3,0,1
1877,Pro,9,28.7,3,0
1878,Pro,13,26.8,1,0
1879,Basic,15,29.7,0,1
1880,Basic,16,37.7,0,0
1881,Basic,5,21.5,0,1
1882,Pro,10,18.6,2,0
1883,Basic,10,27.7,2,0
1884,Basic,14,19.6,0,0
1885,Pro,6,15.9,2,1
1886,Basic,11,34.9,1,0
1887,Pro,5,22.1,2,0
1888,Basic,5,6.3,0,0
1889,Basic,6,33.5,1,0
1890,Basic,11,20.6,2,0
1891,Pro,9,30.8,2,0
1892,Pro,6,35.8,3,0
1893,Pro,17,26.9,2,0
1894,Basic,9,4.6,0,0
1895,Pro,12,5.4,1,0
1896,Basic,14,18.3,2,0
1897,Basic,9,24.4,0,0
1898,Pro,11,37.0,1,0
1899,Basic,9,27.9,2,0
1900,Basic,12,51.2,2,0
1901,Basic,7,10.1,2,0
1902,Basic,8,26.2,0,0
1903,Basic,14,20.5,2,0
1904,Basic,11,27.3,1,0
1905,Basic,6,42.5,1,0
1906,Pro,11,43.1,1,0
1907,Pro,6,25.5,2,0
1908,Basic,9,33.6,1,0
1909,Basic,12,27.2,0,1
1910,Basic,13,14.2,4,0
1911,Basic,6,25.1,1,0
1912,Basic,8,19.9,0,0
1913,Pro,13,24.4,0,0
1914,Basic,8,16.5,1,0
1915,Basic,9,26.6,0,0
1916,Basic,6,28.1,0,0
1917,Basic,6,32.0,4,1
1918,Enterprise,5,28.1,1,0
1919,Pro,11,41.3,0,0
1920,Basic,7,46.9,2,0
1921,Pro,11,21.0,1,0
1922,Basic,13,34.7,0,0
1923,Pro,18,46.1,0,0
1924,Pro,8,35.0,0,1
1925,Basic,12,32.2,0,1
1926,Basic,6,6.8,1,0
1927,Basic,15,19.4,0,1
1928,Basic,8,20.9,2,0
1929,Pro,9,38.9,0,0
1930,Basic,14,17.7,1,0
1931,Basic,12,24.1,4,1
1932,Pro,6,33.4,1,0
1933,Enterprise,12,17.2,2,0
1934,Basic,10,27.8,1,1
1935,Basic,10,26.5,2,0
1936,Basic,11,33.8,1,0
1937,Basic,7,31.6,1,0
1938,Enterprise,9,31.3,2,0
1939,Basic,13,27.0,1,0
1940,Basic,6,8.2,2,0
1941,Basic,7,26.4,0,0
1942,Basic,10,25.6,0,0
1943,Pro,9,32.7,2,0
1944,Pro,14,20.8,2,1
1945,Basic,13,25.4,0,0
1946,Basic,7,25.7,1,0
1947,Basic,15,17.9,4,1
1948,Enterprise,11,13.5,1,0
1949,Pro,9,28.8,1,0
1950,Basic,14,35.1,1,0
1951,Pro,8,18.8,0,0
1952,Pro,9,22.8,1,0
1953,Basic,5,33.3,1,0
1954,Enterprise,8,34.3,1,0
1955,Basic,8,27.3,2,0
1956,Basic,10,29.1,1,0
1957,Basic,10,30.3,2,1
1958,Basic,6,32.1,1,0
1959,Basic,13,14.3,2,0
1960,Pro,15,44.2,0,0
1961,Basic,11,27.7,0,1
1962,Pro,8,32.3,2,0
1963,Basic,0,17.4,1,0
1964,Basic,8,23.1,1,0
1965,Basic,15,28.8,0,0
1966,Basic,10,7.0,1,0
1967,Pro,5,16.0,0,0
1968,Basic,11,17.7,2,0
1969,Basic,10,12.2,0,1
1970,Basic,12,26.1,0,0
1971,Pro,8,24.3,0,0
1972,Enterprise,13,39.2,2,1
1973,Pro,8,13.8,2,0
1974,Basic,5,27.3,3,0
1975,Basic,7,16.2,3,0
1976,Basic,8,7.8,2,1
1977,Basic,5,30.9,1,0
1978,Basic,11,31.7,0,0
1979,Basic,11,30.5,2,1
1980,Basic,11,11.8,2,0
1981,Basic,9,25.8,3,1
1982,Pro,10,31.0,1,1
1983,Basic,12,34.5,1,0
1984,Basic,6,31.3,1,0
1985,Pro,7,34.7,3,1
1986,Basic,7,35.7,1,0
1987,Pro,5,26.0,1,0
1988,Basic,10,30.0,2,0
1989,Basic,14,35.0,2,0
1990,Pro,10,28.9,1,0
1991,Pro,10,37.0,1,0
1992,Pro,10,33.7,3,0
1993,Basic,7,18.7,2,0
1994,Basic,13,11.9,0,0
1995,Basic,9,25.2,2,0
1996,Basic,13,13.2,1,1
1997,Enterprise,14,25.8,3,0
1998,Basic,4,24.9,1,0
1999,Enterprise,6,38.0,2,0
2000,Basic,19,30.1,0,0
2001,Basic,18,34.8,2,0
2002,Basic,16,20.1,2,1
2003,Pro,15,40.3,1,1
2004,Pro,17,33.9,0,0
2005,Pro,8,29.3,2,0
2006,Pro,9,6.9,3,1
2007,Pro,12,36.8,0,0
2008,Pro,11,42.7,1,0
2009,Basic,14,25.1,1,0
2010,Basic,12,25.3,0,0
2011,Basic,7,19.8,1,0
2012,Enterprise,8,8.7,2,0
2013,Enterprise,6,19.4,0,0
2014,Basic,11,41.6,1,0
2015,Pro,10,35.8,2,0
2016,Enterprise,8,17.3,3,0
2017,Basic,10,19.2,0,0
2018,Basic,13,46.4,1,0
2019,Enterprise,9,14.8,2,0
2020,Basic,15,17.8,2,1
2021,Pro,7,20.7,1,0
2022,Basic,8,11.4,1,0
2023,Enterprise,17,19.6,1,0
2024,Enterprise,4,19.8,2,0
2025,Enterprise,3,16.0,2,0
2026,Basic,7,38.3,1,0
2027,Pro,10,13.3,0,0
2028,Pro,4,23.6,2,0
2029,Basic,10,16.2,3,0
2030,Pro,13,22.9,1,1
2031,Basic,7,15.8,1,0
2032,Basic,9,25.8,0,1
2033,Basic,9,28.2,2,0
2034,Basic,15,39.0,0,0
2035,Basic,8,19.1,1,0
2036,Pro,12,41.2,1,0
2037,Basic,16,16.9,0,0
2038,Pro,10,22.6,1,0
2039,Basic,9,42.6,1,0
2040,Basic,11,54.0,2,0
2041,Basic,6,41.9,2,0
2042,Pro,9,22.8,0,0
2043,Basic,11,30.1,2,0
2044,Pro,11,31.8,0,1
2045,Pro,8,28.5,0,0
2046,Pro,5,14.9,1,0
2047,Basic,9,27.3,1,0
2048,Basic,8,19.9,0,0
2049,Pro,8,15.3,3,0
2050,Basic,10,21.9,0,0
2051,Pro,7,28.2,1,1
2052,Basic,9,35.0,1,1
2053,Enterprise,13,22.5,1,0
2054,Pro,10,24.2,1,0
2055,Enterprise,10,33.0,1,0
2056,Basic,15,25.7,1,0
2057,Pro,7,28.8,2,0
2058,Basic,7,25.8,1,0
2059,Basic,15,27.0,2,1
2060,Pro,14,14.2,1,0
2061,Pro,15,26.2,1,1
2062,Enterprise,17,39.3,1,0
2063,Pro,10,26.7,1,0
2064,Basic,11,16.7,1,0
2065,Basic,13,39.8,1,0
2066,Pro,8,32.2,0,1
2067,Basic,9,32.7,0,0
2068,Basic,14,32.4,1,1
2069,Basic,9,13.7,1,0
2070,Basic,5,31.5,3,0
2071,Basic,17,38.8,0,0
2072,Basic,12,20.2,0,1
2073,Basic,6,5.7,0,0
2074,Basic,17,28.7,3,1
2075,Enterprise,14,25.3,2,0
2076,Basic,11,9.5,0,0
2077,Basic,14,31.1,1,0
2078,Pro,7,30.3,2,0
2079,Basic,17,10.3,0,0
2080,Enterprise,10,43.9,1,0
2081,Pro,17,32.5,0,0
2082,Basic,8,6.1,3,0
2083,Basic,12,33.2,2,0
2084,Pro,12,32.9,2,0
2085,Enterprise,13,39.2,1,0
2086,Basic,7,18.8,1,0
2087,Pro,9,33.3,3,1
2088,Basic,13,22.6,1,0
2089,Enterprise,10,19.4,0,0
2090,Basic,10,16.3,1,0
2091,Enterprise,10,6.0,1,0
2092,Pro,12,30.4,1,0
2093,Pro,7,22.3,3,1
2094,Basic,9,1.0,0,0
2095,Basic,8,25.8,1,0
2096,Basic,13,36.6,1,0
2097,Basic,10,11.9,0,0
2098,Basic,7,17.9,2,1
2099,Pro,8,29.4,0,0
2100,Basic,11,1.0,0,0
2101,Basic,11,19.7,2,0
2102,Enterprise,5,28.5,0,0
2103,Pro,13,19.4,2,0
2104,Enterprise,17,12.0,1,0
2105,Enterprise,13,12.5,2,0
2106,Basic,10,8.9,1,0
2107,Basic,7,18.7,1,1
2108,Pro,10,35.6,2,1
2109,Pro,11,48.6,1,0
2110,Basic,9,25.4,0,0
2111,Pro,20,32.7,1,1
2112,Basic,9,15.6,1,0
2113,Basic,7,4.1,1,0
2114,Basic,10,43.5,1,0
2115,Basic,7,19.0,1,0
2116,Basic,18,32.2,1,0
2117,Basic,12,26.6,1,0
2118,Pro,13,34.9,0,0
2119,Basic,11,34.5,0,1
2120,Basic,8,27.8,1,1
2121,Pro,11,28.9,0,0
2122,Enterprise,6,37.1,0,0
2123,Pro,11,20.9,0,0
2124,Pro,9,40.6,1,0
2125,Pro,11,17.9,0,1
2126,Basic,18,25.8,1,0
2127,Basic,12,31.3,2,0
2128,Basic,10,8.7,1,0
2129,Basic,8,38.8,1,0
2130,Basic,8,29.8,0,0
2131,Pro,7,58.0,4,1
2132,Basic,13,45.8,0,0
2133,Basic,9,24.9,0,0
2134,Basic,7,42.9,1,1
2135,Pro,11,33.5,2,0
2136,Basic,7,27.3,2,1
2137,Pro,12,8.4,1,0
2138,Basic,10,10.8,1,1
2139,Basic,7,25.0,2,0
2140,Basic,6,20.0,2,1
2141,Pro,14,27.3,2,0
2142,Basic,6,38.7,0,0
2143,Pro,15,33.6,1,0
2144,Basic,7,18.0,1,0
2145,Basic,7,34.2,2,0
2146,Pro,10,15.9,1,1
2147,Pro,7,13.6,1,0
2148,Pro,10,28.8,2,0
2149,Pro,12,16.9,0,0
2150,Pro,4,18.6,1,0
2151,Pro,9,34.9,3,0
2152,Pro,12,31.6,0,1
2153,Pro,16,21.3,2,0
2154,Pro,9,8.7,1,0
2155,Pro,12,17.6,3,0
2156,Pro,16,44.4,0,0
2157,Basic,13,34.7,2,0
2158,Pro,14,39.2,0,0
2159,Pro,8,27.6,1,0
2160,Basic,7,21.5,1,0
2161,Pro,8,34.1,2,1
2162,Basic,13,37.8,2,0
2163,Basic,4,20.2,1,0
2164,Pro,10,17.9,0,0
2165,Basic,7,9.8,0,0
2166,Pro,12,17.6,0,0
2167,Pro,8,31.7,2,0
2168,Basic,14,19.0,1,1
2169,Basic,13,34.3,1,1
2170,Basic,11,44.7,0,0
2171,Pro,14,25.2,0,0
2172,Enterprise,7,24.8,2,0
2173,Pro,14,30.5,0,1
2174,Basic,8,19.3,1,0
2175,Pro,9,18.5,3,1
2176,Basic,10,18.8,2,0
2177,Pro,14,13.5,1,0
2178,Basic,8,34.0,1,0
2179,Pro,18,20.0,3,0
2180,Basic,9,36.1,3,1
2181,Enterprise,15,30.3,0,0
2182,Basic,11,24.8,1,0
2183,Pro,12,33.1,1,0
2184,Enterprise,9,15.6,0,0
2185,Basic,15,17.2,1,1
2186,Enterprise,11,32.1,0,0
2187,Pro,9,3.0,3,0
2188,Basic,9,25.1,1,1
2189,Basic,7,30.9,0,0
2190,Pro,16,38.1,0,1
2191,Basic,16,40.2,2,1
2192,Basic,6,23.7,2,1
2193,Basic,3,32.7,0,1
2194,Pro,11,17.0,3,1
2195,Basic,9,20.6,1,0
2196,Pro,8,38.7,0,0
2197,Enterprise,7,24.6,1,0
2198,Enterprise,11,26.6,1,0
2199,Pro,8,14.7,2,0
2200,Basic,12,29.2,1,0
2201,Pro,12,32.5,1,0
2202,Basic,10,32.2,0,0
2203,Basic,15,12.9,1,1
2204,Basic,6,35.0,2,0
2205,Basic,9,15.0,1,1
2206,Pro,14,24.7,3,0
2207,Pro,11,8.8,1,0
2208,Basic,13,23.2,2,0
2209,Basic,10,15.0,3,0
2210,Enterprise,8,20.5,1,0
2211,Basic,13,25.6,2,0
2212,Basic,14,33.3,0,0
2213,Basic,5,32.9,1,0
2214,Pro,12,1.6,0,0
2215,Pro,16,31.8,0,0
2216,Basic,10,27.1,1,0
2217,Basic,12,19.4,1,0
2218,Pro,6,16.2,0,0
2219,Pro,9,24.4,2,1
2220,Basic,10,27.3,1,1
2221,Enterprise,8,28.8,0,0
2222,Basic,12,23.0,0,0
2223,Basic,8,1.0,0,0
2224,Enterprise,8,20.0,4,0
2225,Basic,3,13.2,2,1
2226,Pro,13,45.6,2,1
2227,Basic,8,25.6,1,0
2228,Basic,12,32.4,3,0
2229,Enterprise,11,31.4,3,0
2230,Basic,13,28.1,1,0
2231,Pro,7,20.8,2,0
2232,Basic,9,19.6,0,0
2233,Basic,4,4.8,3,0
2234,Basic,15,26.4,0,0
2235,Pro,11,28.0,2,0
2236,Basic,11,24.5,1,0
2237,Pro,5,26.4,0,0
2238,Basic,12,12.9,1,0
2239,Enterprise,11,22.1,3,0
2240,Basic,10,18.5,1,0
2241,Pro,12,31.7,0,0
2242,Pro,11,25.4,3,0
2243,Pro,7,18.6,0,0
2244,Pro,15,23.4,0,0
2245,Pro,10,14.6,2,0
2246,Pro,15,21.7,1,0
2247,Basic,13,30.8,1,0
2248,Basic,8,11.7,1,0
2249,Enterprise,11,24.4,1,0
2250,Pro,4,17.5,3,0
2251,Pro,8,11.7,1,0
2252,Basic,10,43.7,2,0
2253,Basic,9,37.5,0,0
2254,Basic,12,19.0,2,1
2255,Pro,11,22.1,1,0
2256,Basic,8,4.8,0,0
2257,Basic,5,9.1,1,0
2258,Basic,4,13.7,2,0
2259,Basic,13,24.7,1,0
2260,Basic,12,23.9,1,0
2261,Basic,15,28.3,1,0
2262,Pro,8,31.8,1,0
2263,Basic,9,27.8,0,0
2264,Basic,10,14.2,1,0
2265,Basic,9,28.2,1,0
2266,Basic,14,31.4,1,0
2267,Basic,3,20.7,1,0
2268,Basic,11,6.5,1,1
2269,Pro,7,36.8,2,1
2270,Basic,11,25.9,1,0
2271,Pro,13,1.0,1,0
2272,Pro,8,45.7,2,0
2273,Pro,10,20.2,1,0
2274,Basic,6,49.4,2,0
2275,Basic,10,28.8,0,0
2276,Basic,9,23.0,1,0
2277,Basic,10,26.8,0,0
2278,Enterprise,12,17.9,1,0
2279,Basic,10,25.6,2,0
2280,Basic,9,45.1,0,0
2281,Pro,15,16.0,1,1
2282,Pro,6,30.3,2,1
2283,Basic,8,17.8,1,0
2284,Basic,11,23.3,2,0
2285,Basic,10,44.8,1,0
2286,Basic,13,30.3,1,1
2287,Basic,14,32.5,1,0
2288,Basic,10,25.7,0,0
2289,Basic,6,52.0,0,0
2290,Basic,12,15.5,0,1
2291,Basic,10,9.2,0,1
2292,Basic,10,41.9,2,0
2293,Basic,10,21.2,0,1
2294,Pro,13,29.1,2,0
2295,Pro,7,42.2,0,0
2296,Basic,8,29.2,0,0
2297,Basic,9,47.3,0,0
2298,Basic,8,26.4,0,0
2299,Pro,9,17.9,1,1
2300,Pro,10,1.5,1,0
2301,Basic,7,28.0,3,1
2302,Enterprise,10,2.6,1,0
2303,Basic,10,28.2,2,0
2304,Basic,10,39.6,2,0
2305,Pro,6,24.8,0,0
2306,Pro,8,26.9,0,0
2307,Pro,5,34.2,1,0
2308,Pro,6,31.7,1,0
2309,Basic,15,36.6,1,1
2310,Pro,9,24.8,1,0
2311,Basic,13,2.5,2,0
2312,Pro,7,36.8,0,0
2313,Basic,6,22.6,2,0
2314,Pro,6,16.2,2,0
2315,Basic,13,28.4,0,0
2316,Pro,11,26.9,1,1
2317,Basic,10,17.5,1,0
2318,Pro,8,12.1,1,0
2319,Basic,6,29.7,1,0
2320,Basic,14,16.5,0,1
2321,Basic,15,26.1,0,0
2322,Basic,8,28.7,0,0
2323,Pro,11,34.7,0,1
2324,Basic,7,46.2,0,0
2325,Enterprise,12,27.4,1,0
2326,Basic,7,20.7,1,0
2327,Basic,11,41.6,1,0
2328,Pro,9,35.5,0,0
2329,Pro,8,26.7,1,0
2330,Basic,15,27.4,3,0
2331,Basic,8,25.3,1,0
2332,Pro,15,26.6,1,0
2333,Basic,9,24.0,0,0
2334,Enterprise,9,15.3,1,0
2335,Enterprise,7,25.1,1,0
2336,Pro,17,42.6,1,0
2337,Basic,13,16.8,1,0
2338,Pro,9,22.3,1,0
2339,Basic,7,16.1,2,1
2340,Basic,10,36.6,2,0
2341,Basic,12,33.3,1,1
2342,Basic,8,12.2,2,0
2343,Pro,8,4.8,0,0
2344,Pro,10,33.7,1,0
2345,Pro,12,11.6,1,0
2346,Basic,6,33.3,2,0
2347,Basic,14,18.6,2,1
2348,Basic,14,31.9,0,0
2349,Enterprise,8,29.4,0,0
2350,Basic,9,19.6,0,0
2351,Pro,6,16.2,1,0
2352,Basic,10,30.8,0,0
2353,Basic,10,18.1,1,0
2354,Pro,10,36.1,1,0
2355,Basic,13,16.7,0,0
2356,Pro,8,28.5,1,0
2357,Enterprise,6,21.1,3,0
2358,Basic,9,25.1,3,0
2359,Basic,8,18.0,0,0
2360,Basic,13,23.2,0,1
2361,Enterprise,8,1.0,1,0
2362,Basic,10,16.9,1,0
2363,Pro,13,19.1,1,0
2364,Pro,9,24.3,1,0
2365,Pro,9,37.9,1,1
2366,Basic,14,18.0,3,0
2367,Pro,6,39.1,1,0
2368,Enterprise,6,16.4,1,0
2369,Basic,13,13.9,3,0
2370,Basic,17,6.2,0,0
2371,Enterprise,13,31.1,0,0
2372,Basic,7,25.9,1,0
2373,Pro,8,30.5,0,0
2374,Basic,11,26.3,1,0
2375,Basic,12,24.9,0,0
2376,Pro,4,27.8,0,0
2377,Basic,12,46.5,0,0
2378,Basic,8,20.3,3,1
2379,Basic,8,45.5,0,0
2380,Basic,12,33.5,2,0
2381,Basic,15,28.7,4,1
2382,Basic,14,30.5,0,0
2383,Enterprise,6,1.0,1,0
2384,Basic,8,22.4,2,0
2385,Pro,6,18.3,2,0
2386,Basic,13,46.1,1,1
2387,Pro,7,21.6,0,0
2388,Basic,6,24.7,1,1
2389,Enterprise,10,24.5,0,0
2390,Basic,15,11.9,0,1
2391,Basic,5,19.4,2,0
2392,Basic,5,33.2,2,1
2393,Basic,9,3.7,2,0
2394,Basic,9,28.1,1,1
2395,Basic,11,16.0,1,0
2396,Pro,10,38.0,2,0
2397,Basic,11,28.9,0,0
2398,Basic,6,9.8,2,0
2399,Pro,15,20.8,1,0
2400,Pro,10,29.5,3,1
2401,Basic,11,22.0,1,0
2402,Basic,8,26.5,2,1
2403,Basic,8,24.8,2,1
2404,Pro,10,33.7,1,0
2405,Pro,14,29.4,0,0
2406,Basic,8,24.5,1,0
2407,Pro,16,25.2,0,0
2408,Pro,12,14.2,1,0
2409,Basic,17,39.7,2,0
2410,Pro,13,54.6,0,0
2411,Basic,8,21.7,2,0
2412,Basic,16,25.5,1,0
2413,Basic,13,35.2,1,0
2414,Basic,9,35.1,0,1
2415,Basic,12,26.8,0,0
2416,Enterprise,9,15.2,3,0
2417,Basic,14,43.2,1,0
2418,Basic,12,31.8,1,1
2419,Basic,13,27.2,1,0
2420,Enterprise,7,17.8,1,0
2421,Basic,9,25.6,1,0
2422,Basic,13,6.9,1,1
2423,Basic,12,32.4,1,1
2424,Basic,4,34.8,1,0
2425,Enterprise,14,27.3,3,0
2426,Enterprise,10,15.4,2,0
2427,Basic,7,29.5,1,0
2428,Enterprise,15,32.9,0,0
2429,Pro,6,17.6,0,0
2430,Pro,11,34.3,0,0
2431,Basic,5,30.2,4,1
2432,Basic,6,22.3,3,0
2433,Basic,9,19.4,3,0
2434,Pro,14,23.2,0,0
2435,Basic,5,15.3,1,0
2436,Basic,13,27.6,3,1
2437,Basic,5,30.6,2,1
2438,Pro,9,36.7,2,0
2439,Basic,6,28.0,1,0
2440,Pro,12,28.9,2,1
2441,Enterprise,11,22.3,0,0
2442,Basic,10,16.3,1,1
2443,Pro,10,20.7,0,0
2444,Basic,9,39.3,1,0
2445,Pro,7,31.3,1,0
2446,Basic,7,29.1,1,0
2447,Pro,8,6.8,0,0
2448,Pro,11,28.1,0,0
2449,Enterprise,7,11.7,2,0
2450,Pro,21,12.4,3,1
2451,Basic,9,13.5,1,0
2452,Pro,16,17.3,2,1
2453,Pro,5,33.3,0,0
2454,Basic,6,27.3,0,0
2455,Basic,13,15.6,2,1
2456,Enterprise,17,19.2,1,1
2457,Pro,12,30.0,1,0
2458,Pro,16,32.0,1,0
2459,Basic,7,26.3,2,0
2460,Pro,14,13.5,2,0
2461,Basic,8,20.9,1,0
2462,Pro,6,48.8,3,0
2463,Basic,8,12.9,1,1
2464,Pro,16,28.7,1,0
2465,Enterprise,12,46.2,0,0
2466,Basic,3,22.3,1,0
2467,Enterprise,9,43.3,0,0
2468,Basic,8,18.1,3,0
2469,Pro,9,5.3,1,0
2470,Pro,9,19.2,0,0
2471,Basic,4,17.4,1,1
2472,Pro,13,8.3,0,0
2473,Pro,9,20.8,0,0
2474,Basic,7,34.9,0,0
2475,Basic,10,19.1,0,0
2476,Pro,11,21.2,1,0
2477,Pro,7,38.7,0,0
2478,Pro,14,17.5,0,1
2479,Pro,5,31.2,2,0
2480,Basic,5,7.9,2,0
2481,Pro,9,15.3,0,0
2482,Basic,6,22.9,1,0
2483,Basic,7,37.1,1,1
2484,Basic,10,15.9,1,1
2485,Basic,9,15.8,0,0
2486,Basic,10,27.7,2,1
2487,Basic,8,29.3,1,0
2488,Pro,8,14.6,0,0
2489,Basic,8,19.8,0,0
2490,Basic,7,35.9,1,0
2491,Basic,12,13.2,0,0
2492,Basic,7,28.4,1,0
2493,Basic,12,19.8,1,1
2494,Basic,11,39.0,1,0
2495,Pro,8,30.8,1,0
2496,Pro,10,33.8,2,0
2497,Pro,12,19.6,0,0
2498,Basic,14,33.2,2,0
2499,Basic,7,33.0,1,0
2500,Pro,10,30.2,2,0
2501,Basic,9,22.2,2,0
2502,Basic,9,26.6,0,0
2503,Basic,13,6.5,3,1
2504,Basic,9,42.6,0,0
2505,Basic,8,19.0,2,0
2506,Basic,8,21.7,1,0
2507,Basic,9,11.8,1,1
2508,Basic,12,31.7,5,1
2509,Pro,12,30.3,1,0
2510,Pro,14,22.0,1,0
2511,Pro,14,1.7,3,1
2512,Pro,14,17.9,0,0
2513,Enterprise,11,29.6,1,0
2514,Basic,13,27.5,1,0
2515,Basic,9,24.5,1,0
2516,Basic,12,20.8,2,1
2517,Pro,9,9.2,0,1
2518,Pro,11,34.6,0,0
2519,Basic,7,10.6,2,0
2520,Enterprise,9,23.0,1,0
2521,Basic,14,14.7,1,0
2522,Enterprise,12,34.9,2,0
2523,Basic,8,30.8,1,1
2524,Basic,10,21.4,2,0
2525,Basic,13,31.9,0,0
2526,Basic,5,10.1,3,1
2527,Basic,5,24.2,0,1
2528,Basic,9,14.5,3,0
2529,Pro,17,35.3,0,0
2530,Basic,9,28.7,2,0
2531,Basic,9,31.5,1,1
2532,Pro,15,19.5,0,0
2533,Pro,11,32.4,0,1
2534,Basic,8,13.8,0,0
2535,Basic,12,15.3,1,0
2536,Basic,11,23.2,1,0
2537,Basic,5,15.7,0,0
2538,Pro,10,32.1,0,1
2539,Basic,14,20.3,1,0
2540,Basic,7,14.2,0,0
2541,Pro,12,12.9,3,0
2542,Basic,8,32.0,0,0
2543,Basic,8,1.0,1,0
2544,Basic,14,14.9,1,1
2545,Enterprise,9,39.0,1,0
2546,Basic,8,21.6,3,0
2547,Pro,9,32.2,2,0
2548,Basic,11,29.3,3,0
2549,Basic,7,23.1,2,0
2550,Pro,9,8.4,1,1
2551,Enterprise,7,11.7,3,0
2552,Pro,14,11.6,0,0
2553,Pro,7,29.8,2,0
2554,Pro,6,31.7,0,0
2555,Basic,11,16.2,2,1
2556,Basic,6,24.2,1,0
2557,Pro,8,25.1,1,0
2558,Basic,10,25.8,0,0
2559,Pro,9,17.4,1,0
2560,Enterprise,7,41.4,0,0
2561,Basic,13,31.8,1,0
2562,Basic,8,25.7,2,1
2563,Pro,7,19.8,1,0
2564,Basic,9,16.7,0,0
2565,Pro,4,29.0,1,0
2566,Basic,13,20.3,2,0
2567,Pro,8,26.3,0,0
2568,Basic,8,6.0,0,0
2569,Pro,14,19.7,1,1
2570,Basic,12,23.9,1,0
2571,Basic,7,34.7,2,0
2572,Basic,10,15.8,2,1
2573,Pro,10,10.1,1,0
2574,Pro,9,29.4,1,0
2575,Basic,9,24.4,4,0
2576,Basic,12,7.8,3,1
2577,Basic,11,8.3,2,0
2578,Pro,5,18.5,1,0
2579,Pro,13,24.2,0,0
2580,Basic,13,38.9,0,1
2581,Basic,7,14.2,1,0
2582,Basic,11,30.4,2,0
2583,Basic,9,5.4,1,0
2584,Basic,20,28.6,0,1
2585,Enterprise,10,40.1,3,0
2586,Basic,5,26.4,1,0
2587,Pro,11,18.3,0,0
2588,Basic,10,37.3,0,0
2589,Basic,5,28.5,0,0
2590,Pro,7,26.5,1,0
2591,Pro,17,14.8,2,1
2592,Enterprise,11,28.6,0,0
2593,Basic,8,18.2,1,1
2594,Basic,11,28.1,2,1
2595,Pro,8,25.5,1,1
2596,Basic,7,35.8,1,0
2597,Basic,9,19.2,0,0
2598,Basic,11,23.5,0,0
2599,Basic,7,33.0,1,0
2600,Pro,15,22.6,0,0
2601,Basic,12,24.8,3,0
2602,Basic,7,20.9,2,0
2603,Basic,9,23.4,2,1
2604,Basic,12,31.7,0,1
2605,Basic,9,43.4,1,0
2606,Basic,12,8.2,3,1
2607,Basic,6,12.3,0,0
2608,Pro,16,23.6,2,1
2609,Basic,12,25.5,1,0
2610,Basic,10,22.8,0,1
2611,Pro,5,19.5,0,0
2612,Pro,7,12.7,0,0
2613,Basic,11,18.9,0,0
2614,Basic,11,33.2,1,0
2615,Basic,12,25.9,2,1
2616,Pro,12,31.8,3,1
2617,Enterprise,8,13.0,0,0
2618,Pro,11,39.4,4,0
2619,Basic,15,19.4,1,0
2620,Pro,9,29.8,0,0
